Case ID,Date,Register Request,StartTime1,EndTime1,Resource1,Cost1,Check Date,StartTime2,EndTime2,Resource2,Cost2,Audit Mode ,StartTime3,EndTime3,Resource3,Cost3,Manual Review,StartTime4,EndTime4,Resource4,Cost4,Review the Reason,StartTime5,EndTime5,Resource5,Cost5,Check Ticket,StartTime6,EndTime6,Resource6,Cost6,Examine Casually,StartTime7,EndTime7,Resource7,Cost7,Examine Thoroughly,StartTime8,EndTime8,Resource8,Cost8,Decide,StartTime9,EndTime9,Resource9,Cost9,Accept,StartTime10,EndTime10,Resource10,Cost10,Reject,StartTime11,EndTime11,Resource11,Cost11,Reapply,StartTime12,EndTime12,Resource12,Cost12
6075,2018/10/19,Flight cancellation,11:06:59,11:06:59,None,0,No,11:07:05,11:07:05,None,0,Normal review,11:07:06,11:07:06,None,0,None,0,0,None,0,Real,11:07:08,11:08:57,Junior staff,2.523148148,Real,11:09:01,11:09:38,Junior staff,0.856481481,Pass,11:09:02,11:09:37,Junior staff,0.810185185,None,0,0,None,0,Accept,11:09:44,11:16:36,Senior staff,38.14814815,1,11:16:40,11:24:08,Intermediate staff,20.74074074,0,0,0,None,0,0,0,0,None,0
6076,2018/10/19,Flight cancellation,11:07:29,11:07:29,None,0,No,11:07:33,11:07:33,None,0,Normal review,11:07:35,11:07:35,None,0,None,0,0,None,0,Real,11:07:40,11:09:39,Junior staff,2.75462963,Real,11:09:41,11:10:17,Junior staff,0.833333333,Pass,11:09:40,11:10:44,Junior staff,1.481481481,None,0,0,None,0,Accept,11:10:46,11:16:31,Senior staff,31.94444444,1,11:16:37,11:26:02,Intermediate staff,26.15740741,0,0,0,None,0,0,0,0,None,0
6077,2018/10/19,Flight cancellation,11:08:00,11:08:00,None,0,No,11:08:02,11:08:02,None,0,Normal review,11:08:06,11:08:06,None,0,None,0,0,None,0,Real,11:08:07,11:08:52,Junior staff,1.041666667,Real,11:08:54,11:09:27,Junior staff,0.763888889,Pass,11:08:54,11:10:02,Junior staff,1.574074074,None,0,0,None,0,Accept,11:10:05,11:17:53,Senior staff,43.33333333,1,11:17:57,11:26:45,Intermediate staff,24.44444444,0,0,0,None,0,0,0,0,None,0
6078,2018/10/19,Flight cancellation,11:08:34,11:08:34,None,0,No,11:08:38,11:08:38,None,0,Normal review,11:08:40,11:08:40,None,0,None,0,0,None,0,Real,11:08:43,11:10:00,Junior staff,1.782407407,Real,11:10:04,11:11:47,Junior staff,2.384259259,Pass,11:10:04,11:10:43,Junior staff,0.902777778,None,0,0,None,0,Accept,11:11:53,11:18:47,Senior staff,38.33333333,1,11:18:51,11:28:06,Intermediate staff,25.69444444,0,0,0,None,0,0,0,0,None,0
6079,2018/10/19,Flight cancellation,11:08:35,11:08:35,None,0,No,11:08:39,11:08:39,None,0,Normal review,11:08:42,11:08:42,None,0,None,0,0,None,0,Real,11:08:45,11:09:36,Junior staff,1.180555556,Real,11:09:38,11:10:20,Junior staff,0.972222222,Pass,11:09:38,11:10:58,Junior staff,1.851851852,None,0,0,None,0,Accept,11:11:01,11:20:16,Senior staff,51.38888889,1,11:20:21,11:26:43,Intermediate staff,17.68518519,0,0,0,None,0,0,0,0,None,0
6080,2018/10/19,Flight cancellation,11:09:18,11:09:18,None,0,No,11:09:22,11:09:22,None,0,Normal review,11:09:25,11:09:25,None,0,None,0,0,None,0,Real,11:09:27,11:11:12,Junior staff,2.430555556,Real,11:11:14,11:12:41,Junior staff,2.013888889,Pass,11:11:15,11:12:47,Junior staff,2.12962963,None,0,0,None,0,Accept,11:12:50,11:16:21,Senior staff,19.53703704,1,11:16:25,11:21:58,Intermediate staff,15.41666667,0,0,0,None,0,0,0,0,None,0
6081,2018/10/19,Flight cancellation,11:09:40,11:09:40,None,0,No,11:09:42,11:09:42,None,0,Normal review,11:09:48,11:09:48,None,0,None,0,0,None,0,Real,11:09:53,11:11:06,Junior staff,1.689814815,Real,11:11:08,11:12:52,Junior staff,2.407407407,Pass,11:11:10,11:12:52,Junior staff,2.361111111,None,0,0,None,0,Accept,11:12:57,11:19:03,Senior staff,33.88888889,1,11:19:09,11:25:15,Intermediate staff,16.94444444,0,0,0,None,0,0,0,0,None,0
6082,2018/10/19,Flight delay,11:09:58,11:09:58,None,0,No,11:10:00,11:10:00,None,0,Normal review,11:10:04,11:10:04,None,0,None,0,0,None,0,Real,11:10:08,11:12:02,Junior staff,2.638888889,Real,11:12:07,11:13:42,Junior staff,2.199074074,Pass,11:12:05,11:13:42,Junior staff,2.24537037,None,0,0,None,0,Accept,11:13:45,11:22:04,Senior staff,46.2037037,1,11:22:07,11:31:12,Intermediate staff,25.23148148,0,0,0,None,0,0,0,0,None,0
6083,2018/10/19,Flight delay,11:10:02,11:10:02,None,0,No,11:10:05,11:10:05,None,0,Normal review,11:10:07,11:10:07,None,0,None,0,0,None,0,Fake,11:10:11,11:11:27,Junior staff,1.759259259,Real,11:11:31,11:12:20,Junior staff,1.134259259,None,0,0,None,0,Fail,11:11:32,11:24:38,Intermediate staff,36.38888889,Reject,11:24:39,11:29:18,Senior staff,25.83333333,0,0,0,None,0,1,11:29:22,11:29:52,Junior staff,0.694444444,0,0,0,None,0
6084,2018/10/19,Flight cancellation,11:10:25,11:10:25,None,0,No,11:10:30,11:10:30,None,0,Normal review,11:10:31,11:10:31,None,0,None,0,0,None,0,Real,11:10:33,11:12:05,Junior staff,2.12962963,Real,11:12:07,11:12:45,Junior staff,0.87962963,Pass,11:12:06,11:13:53,Junior staff,2.476851852,None,0,0,None,0,Accept,11:13:58,11:21:17,Senior staff,40.64814815,1,11:21:18,11:31:11,Intermediate staff,27.4537037,0,0,0,None,0,0,0,0,None,0
6085,2018/10/19,Other,11:10:45,11:10:45,None,0,No,11:10:50,11:10:50,None,0,Manual review,11:10:55,11:10:55,None,0,Reapply,11:10:58,11:22:46,Senior staff,65.55555556,None,0,0,None,0,None,0,0,None,0,None,0,0,None,0,None,0,0,None,0,None,0,0,None,0,0,0,0,None,0,0,0,0,None,0,1,11:22:49,11:23:31,Junior staff,0.972222222
6086,2018/10/19,Flight cancellation,11:10:51,11:10:51,None,0,No,11:10:55,11:10:55,None,0,Normal review,11:10:58,11:10:58,None,0,None,0,0,None,0,Real,11:11:03,11:12:14,Junior staff,1.643518519,Real,11:12:17,11:14:03,Junior staff,2.453703704,Pass,11:12:20,11:14:07,Junior staff,2.476851852,None,0,0,None,0,Accept,11:14:11,11:16:41,Senior staff,13.88888889,1,11:16:46,11:26:40,Intermediate staff,27.5,0,0,0,None,0,0,0,0,None,0
6087,2018/10/19,Flight cancellation,11:11:00,11:11:00,None,0,No,11:11:05,11:11:05,None,0,Normal review,11:11:07,11:11:07,None,0,None,0,0,None,0,Real,11:11:10,11:12:40,Junior staff,2.083333333,Real,11:12:42,11:14:20,Junior staff,2.268518519,Pass,11:12:43,11:13:58,Junior staff,1.736111111,None,0,0,None,0,Accept,11:14:22,11:22:18,Senior staff,44.07407407,1,11:22:23,11:28:11,Intermediate staff,16.11111111,0,0,0,None,0,0,0,0,None,0
6088,2018/10/19,Flight delay,11:11:10,11:11:10,None,0,No,11:11:12,11:11:12,None,0,Normal review,11:11:14,11:11:14,None,0,None,0,0,None,0,Real,11:11:18,11:11:48,Junior staff,0.694444444,Real,11:11:50,11:13:27,Junior staff,2.24537037,Pass,11:11:52,11:13:28,Junior staff,2.222222222,None,0,0,None,0,Accept,11:13:33,11:20:36,Senior staff,39.16666667,1,11:20:39,11:27:44,Intermediate staff,19.67592593,0,0,0,None,0,0,0,0,None,0
6089,2018/10/19,Flight cancellation,11:11:38,11:11:38,None,0,No,11:11:43,11:11:43,None,0,Normal review,11:11:48,11:11:48,None,0,None,0,0,None,0,Fake,11:11:53,11:12:59,Junior staff,1.527777778,Real,11:13:04,11:13:38,Junior staff,0.787037037,None,0,0,None,0,Fail,11:13:05,11:19:08,Intermediate staff,16.80555556,Reapply,11:19:10,11:27:36,Senior staff,46.85185185,0,0,0,None,0,0,0,0,None,0,1,11:27:41,11:29:40,Junior staff,2.75462963
6090,2018/10/19,Flight cancellation,11:11:42,11:11:42,None,0,No,11:11:48,11:11:48,None,0,Normal review,11:11:53,11:11:53,None,0,None,0,0,None,0,Real,11:11:56,11:13:17,Junior staff,1.875,Real,11:13:19,11:15:01,Junior staff,2.361111111,Pass,11:13:22,11:14:00,Junior staff,0.87962963,None,0,0,None,0,Accept,11:15:07,11:23:17,Senior staff,45.37037037,1,11:23:18,11:31:32,Intermediate staff,22.87037037,0,0,0,None,0,0,0,0,None,0
6091,2018/10/19,Flight cancellation,11:12:24,11:12:24,None,0,No,11:12:27,11:12:27,None,0,Normal review,11:12:31,11:12:31,None,0,None,0,0,None,0,Fake,11:12:32,11:14:26,Junior staff,2.638888889,Real,11:14:32,11:15:17,Junior staff,1.041666667,None,0,0,None,0,Fail,11:14:32,11:28:52,Intermediate staff,39.81481481,Reject,11:28:57,11:35:56,Senior staff,38.7962963,0,0,0,None,0,1,11:36:00,11:36:32,Junior staff,0.740740741,0,0,0,None,0
6092,2018/10/19,Flight cancellation,11:12:29,11:12:29,None,0,No,11:12:34,11:12:34,None,0,Normal review,11:12:35,11:12:35,None,0,None,0,0,None,0,Real,11:12:39,11:13:45,Junior staff,1.527777778,Real,11:13:49,11:15:41,Junior staff,2.592592593,Pass,11:13:51,11:15:13,Junior staff,1.898148148,None,0,0,None,0,Accept,11:15:45,11:22:07,Senior staff,35.37037037,1,11:22:09,11:27:27,Intermediate staff,14.72222222,0,0,0,None,0,0,0,0,None,0
6093,2018/10/19,Flight cancellation,11:12:29,11:12:29,None,0,No,11:12:35,11:12:35,None,0,Normal review,11:12:41,11:12:41,None,0,None,0,0,None,0,Real,11:12:43,11:13:22,Junior staff,0.902777778,Real,11:13:28,11:14:41,Junior staff,1.689814815,Pass,11:13:28,11:14:32,Junior staff,1.481481481,None,0,0,None,0,Accept,11:14:46,11:20:19,Senior staff,30.83333333,1,11:20:22,11:25:59,Intermediate staff,15.60185185,0,0,0,None,0,0,0,0,None,0
6094,2018/10/19,Flight cancellation,11:12:34,11:12:34,None,0,No,11:12:38,11:12:38,None,0,Normal review,11:12:39,11:12:39,None,0,None,0,0,None,0,Real,11:12:41,11:13:54,Junior staff,1.689814815,Real,11:14:00,11:15:14,Junior staff,1.712962963,Pass,11:13:58,11:14:47,Junior staff,1.134259259,None,0,0,None,0,Accept,11:15:19,11:23:56,Senior staff,47.87037037,1,11:24:02,11:32:53,Intermediate staff,24.58333333,0,0,0,None,0,0,0,0,None,0
6095,2018/10/19,Flight delay,11:12:47,11:12:47,None,0,No,11:12:53,11:12:53,None,0,Normal review,11:12:56,11:12:56,None,0,None,0,0,None,0,Real,11:13:02,11:13:52,Junior staff,1.157407407,Real,11:13:56,11:15:20,Junior staff,1.944444444,Pass,11:13:57,11:14:24,Junior staff,0.625,None,0,0,None,0,Accept,11:15:25,11:25:19,Senior staff,55,1,11:25:23,11:34:39,Intermediate staff,25.74074074,0,0,0,None,0,0,0,0,None,0
6096,2018/10/19,Flight cancellation,11:12:56,11:12:56,None,0,No,11:13:01,11:13:01,None,0,Normal review,11:13:03,11:13:03,None,0,None,0,0,None,0,Real,11:13:07,11:14:54,Junior staff,2.476851852,Real,11:14:55,11:16:52,Junior staff,2.708333333,Pass,11:14:56,11:15:29,Junior staff,0.763888889,None,0,0,None,0,Accept,11:16:56,11:21:24,Senior staff,24.81481481,1,11:21:27,11:30:11,Intermediate staff,24.25925926,0,0,0,None,0,0,0,0,None,0
6097,2018/10/19,Flight cancellation,11:13:03,11:13:03,None,0,No,11:13:07,11:13:07,None,0,Normal review,11:13:13,11:13:13,None,0,None,0,0,None,0,Real,11:13:16,11:14:07,Junior staff,1.180555556,Real,11:14:11,11:15:49,Junior staff,2.268518519,Pass,11:14:10,11:14:50,Junior staff,0.925925926,None,0,0,None,0,Accept,11:15:51,11:25:24,Senior staff,53.05555556,1,11:25:26,11:35:17,Intermediate staff,27.36111111,0,0,0,None,0,0,0,0,None,0
6098,2018/10/19,Flight cancellation,11:13:26,11:13:26,None,0,No,11:13:31,11:13:31,None,0,Normal review,11:13:33,11:13:33,None,0,None,0,0,None,0,Real,11:13:37,11:14:52,Junior staff,1.736111111,Real,11:14:56,11:16:18,Junior staff,1.898148148,Pass,11:14:55,11:15:26,Junior staff,0.717592593,None,0,0,None,0,Accept,11:16:20,11:23:10,Senior staff,37.96296296,1,11:23:14,11:30:03,Intermediate staff,18.93518519,0,0,0,None,0,0,0,0,None,0
6099,2018/10/19,Flight cancellation,11:13:28,11:13:28,None,0,No,11:13:31,11:13:31,None,0,Normal review,11:13:36,11:13:36,None,0,None,0,0,None,0,Fake,11:13:42,11:14:20,Junior staff,0.87962963,Real,11:14:23,11:16:06,Junior staff,2.384259259,None,0,0,None,0,Fail,11:14:24,11:23:57,Intermediate staff,26.52777778,Reapply,11:24:01,11:33:39,Senior staff,53.51851852,0,0,0,None,0,0,0,0,None,0,1,11:33:44,11:34:48,Junior staff,1.481481481
6100,2018/10/19,Flight cancellation,11:14:04,11:14:04,None,0,No,11:14:06,11:14:06,None,0,Normal review,11:14:08,11:14:08,None,0,None,0,0,None,0,Real,11:14:13,11:16:03,Junior staff,2.546296296,Real,11:16:06,11:17:56,Junior staff,2.546296296,Pass,11:16:06,11:16:38,Junior staff,0.740740741,None,0,0,None,0,Accept,11:17:58,11:22:50,Senior staff,27.03703704,1,11:22:54,11:29:40,Intermediate staff,18.7962963,0,0,0,None,0,0,0,0,None,0
6101,2018/10/19,Flight cancellation,11:14:34,11:14:34,None,0,No,11:14:37,11:14:37,None,0,Normal review,11:14:42,11:14:42,None,0,None,0,0,None,0,Real,11:14:46,11:16:28,Junior staff,2.361111111,Real,11:16:33,11:17:10,Junior staff,0.856481481,Pass,11:16:32,11:18:15,Junior staff,2.384259259,None,0,0,None,0,Accept,11:18:18,11:23:25,Senior staff,28.42592593,1,11:23:30,11:31:23,Intermediate staff,21.89814815,0,0,0,None,0,0,0,0,None,0
6102,2018/10/19,Flight cancellation,11:15:38,11:15:38,None,0,No,11:15:42,11:15:42,None,0,Normal review,11:15:45,11:15:45,None,0,None,0,0,None,0,Real,11:15:51,11:17:21,Junior staff,2.083333333,Real,11:17:26,11:19:17,Junior staff,2.569444444,Pass,11:17:23,11:18:03,Junior staff,0.925925926,None,0,0,None,0,Accept,11:19:20,11:25:03,Senior staff,31.75925926,1,11:25:07,11:31:27,Intermediate staff,17.59259259,0,0,0,None,0,0,0,0,None,0
6103,2018/10/19,Flight cancellation,11:16:21,11:16:21,None,0,No,11:16:23,11:16:23,None,0,Normal review,11:16:27,11:16:27,None,0,None,0,0,None,0,Real,11:16:32,11:17:21,Junior staff,1.134259259,Real,11:17:24,11:18:11,Junior staff,1.087962963,Pass,11:17:23,11:18:10,Junior staff,1.087962963,None,0,0,None,0,Accept,11:18:17,11:22:17,Senior staff,22.22222222,1,11:22:20,11:28:59,Intermediate staff,18.47222222,0,0,0,None,0,0,0,0,None,0
6104,2018/10/19,Flight cancellation,11:16:23,11:16:23,None,0,No,11:16:28,11:16:28,None,0,Normal review,11:16:30,11:16:30,None,0,None,0,0,None,0,Real,11:16:34,11:17:57,Junior staff,1.921296296,Real,11:18:02,11:18:50,Junior staff,1.111111111,Pass,11:18:02,11:18:47,Junior staff,1.041666667,None,0,0,None,0,Accept,11:18:55,11:28:17,Senior staff,52.03703704,1,11:28:22,11:36:05,Intermediate staff,21.43518519,0,0,0,None,0,0,0,0,None,0
6105,2018/10/19,Flight cancellation,11:17:31,11:17:31,None,0,No,11:17:36,11:17:36,None,0,Normal review,11:17:38,11:17:38,None,0,None,0,0,None,0,Fake,11:17:43,11:19:06,Junior staff,1.921296296,Real,11:19:12,11:20:40,Junior staff,2.037037037,None,0,0,None,0,Fail,11:19:07,11:27:47,Intermediate staff,24.07407407,Reject,11:27:48,11:36:37,Senior staff,48.98148148,0,0,0,None,0,1,11:36:42,11:37:42,Junior staff,1.388888889,0,0,0,None,0
6106,2018/10/19,Flight cancellation,11:17:32,11:17:32,None,0,No,11:17:37,11:17:37,None,0,Normal review,11:17:40,11:17:40,None,0,None,0,0,None,0,Real,11:17:45,11:19:26,Junior staff,2.337962963,Real,11:19:28,11:21:27,Junior staff,2.75462963,Pass,11:19:30,11:21:24,Junior staff,2.638888889,None,0,0,None,0,Accept,11:21:30,11:25:28,Senior staff,22.03703704,1,11:25:32,11:35:14,Intermediate staff,26.94444444,0,0,0,None,0,0,0,0,None,0
6107,2018/10/19,Other,11:17:40,11:17:40,None,0,No,11:17:43,11:17:43,None,0,Manual review,11:17:46,11:17:46,None,0,Reapply,11:17:51,11:35:44,Senior staff,99.35185185,None,0,0,None,0,None,0,0,None,0,None,0,0,None,0,None,0,0,None,0,None,0,0,None,0,0,0,0,None,0,0,0,0,None,0,1,11:35:49,11:37:34,Junior staff,2.430555556
6108,2018/10/19,Flight cancellation,11:17:42,11:17:42,None,0,No,11:17:45,11:17:45,None,0,Normal review,11:17:47,11:17:47,None,0,None,0,0,None,0,Real,11:17:48,11:18:32,Junior staff,1.018518519,Real,11:18:35,11:19:13,Junior staff,0.87962963,Pass,11:18:33,11:19:13,Junior staff,0.925925926,None,0,0,None,0,Accept,11:19:16,11:23:59,Senior staff,26.2037037,1,11:24:02,11:30:43,Intermediate staff,18.56481481,0,0,0,None,0,0,0,0,None,0
6109,2018/10/19,Flight cancellation,11:18:29,11:18:29,None,0,No,11:18:31,11:18:31,None,0,Normal review,11:18:36,11:18:36,None,0,None,0,0,None,0,Real,11:18:42,11:19:31,Junior staff,1.134259259,Real,11:19:32,11:20:47,Junior staff,1.736111111,Pass,11:19:36,11:21:07,Junior staff,2.106481481,None,0,0,None,0,Accept,11:21:13,11:25:13,Senior staff,22.22222222,1,11:25:18,11:35:02,Intermediate staff,27.03703704,0,0,0,None,0,0,0,0,None,0
6110,2018/10/19,Flight cancellation,11:18:56,11:18:56,None,0,No,11:18:58,11:18:58,None,0,Normal review,11:19:01,11:19:01,None,0,None,0,0,None,0,Real,11:19:06,11:19:49,Junior staff,0.99537037,Real,11:19:50,11:21:11,Junior staff,1.875,Pass,11:19:52,11:20:46,Junior staff,1.25,None,0,0,None,0,Accept,11:21:12,11:30:11,Senior staff,49.90740741,1,11:30:14,11:38:18,Intermediate staff,22.40740741,0,0,0,None,0,0,0,0,None,0
6111,2018/10/19,Flight cancellation,11:19:12,11:19:12,None,0,No,11:19:15,11:19:15,None,0,Normal review,11:19:20,11:19:20,None,0,None,0,0,None,0,Real,11:19:25,11:21:23,Junior staff,2.731481481,Real,11:21:28,11:22:17,Junior staff,1.134259259,Pass,11:21:28,11:22:09,Junior staff,0.949074074,None,0,0,None,0,Accept,11:22:21,11:31:13,Senior staff,49.25925926,1,11:31:14,11:39:54,Intermediate staff,24.07407407,0,0,0,None,0,0,0,0,None,0
6112,2018/10/19,Flight cancellation,11:19:27,11:19:27,None,0,No,11:19:30,11:19:30,None,0,Normal review,11:19:35,11:19:35,None,0,None,0,0,None,0,Real,11:19:38,11:21:13,Junior staff,2.199074074,Real,11:21:17,11:21:55,Junior staff,0.87962963,Fail,11:21:16,11:21:58,Junior staff,0.972222222,None,0,0,None,0,Reapply,11:22:01,11:24:10,Senior staff,11.94444444,0,0,0,None,0,0,0,0,None,0,1,11:24:15,11:25:28,Junior staff,1.689814815
6113,2018/10/19,Flight cancellation,11:19:33,11:19:33,None,0,No,11:19:39,11:19:39,None,0,Normal review,11:19:42,11:19:42,None,0,None,0,0,None,0,Real,11:19:47,11:21:09,Junior staff,1.898148148,Real,11:21:15,11:23:09,Junior staff,2.638888889,Pass,11:21:13,11:22:18,Junior staff,1.50462963,None,0,0,None,0,Accept,11:23:15,11:31:28,Senior staff,45.64814815,1,11:31:31,11:38:45,Intermediate staff,20.09259259,0,0,0,None,0,0,0,0,None,0
6114,2018/10/19,Flight cancellation,11:20:00,11:20:00,None,0,No,11:20:05,11:20:05,None,0,Normal review,11:20:07,11:20:07,None,0,None,0,0,None,0,Fake,11:20:13,11:22:00,Junior staff,2.476851852,Real,11:22:05,11:22:36,Junior staff,0.717592593,None,0,0,None,0,Fail,11:22:04,11:33:34,Intermediate staff,31.94444444,Reject,11:33:37,11:36:14,Senior staff,14.53703704,0,0,0,None,0,1,11:36:17,11:37:20,Junior staff,1.458333333,0,0,0,None,0
6115,2018/10/19,Flight cancellation,11:21:30,11:21:30,None,0,No,11:21:36,11:21:36,None,0,Normal review,11:21:41,11:21:41,None,0,None,0,0,None,0,Real,11:21:44,11:22:16,Junior staff,0.740740741,Real,11:22:20,11:23:18,Junior staff,1.342592593,Pass,11:22:19,11:23:42,Junior staff,1.921296296,None,0,0,None,0,Accept,11:23:44,11:32:14,Senior staff,47.22222222,1,11:32:17,11:41:11,Intermediate staff,24.72222222,0,0,0,None,0,0,0,0,None,0
6116,2018/10/19,Flight cancellation,11:21:32,11:21:32,None,0,No,11:21:34,11:21:34,None,0,Normal review,11:21:36,11:21:36,None,0,None,0,0,None,0,Real,11:21:41,11:22:19,Junior staff,0.87962963,Real,11:22:22,11:22:54,Junior staff,0.740740741,Pass,11:22:21,11:23:07,Junior staff,1.064814815,None,0,0,None,0,Accept,11:23:09,11:28:45,Senior staff,31.11111111,1,11:28:49,11:36:56,Intermediate staff,22.5462963,0,0,0,None,0,0,0,0,None,0
6117,2018/10/19,Flight cancellation,11:21:49,11:21:49,None,0,No,11:21:52,11:21:52,None,0,Normal review,11:21:55,11:21:55,None,0,None,0,0,None,0,Real,11:22:00,11:23:17,Junior staff,1.782407407,Real,11:23:19,11:24:45,Junior staff,1.990740741,Pass,11:23:19,11:24:19,Junior staff,1.388888889,None,0,0,None,0,Accept,11:24:48,11:29:52,Senior staff,28.14814815,1,11:29:54,11:37:55,Intermediate staff,22.26851852,0,0,0,None,0,0,0,0,None,0
6118,2018/10/19,Flight cancellation,11:22:10,11:22:10,None,0,No,11:22:14,11:22:14,None,0,Normal review,11:22:19,11:22:19,None,0,None,0,0,None,0,Fake,11:22:22,11:24:11,Junior staff,2.523148148,Real,11:24:13,11:25:24,Junior staff,1.643518519,None,0,0,None,0,Fail,11:24:17,11:35:35,Intermediate staff,31.38888889,Reapply,11:35:41,11:44:58,Senior staff,51.57407407,0,0,0,None,0,0,0,0,None,0,1,11:45:02,11:47:00,Junior staff,2.731481481
6119,2018/10/19,Flight cancellation,11:22:23,11:22:23,None,0,No,11:22:29,11:22:29,None,0,Normal review,11:22:33,11:22:33,None,0,None,0,0,None,0,Real,11:22:36,11:23:49,Junior staff,1.689814815,Real,11:23:54,11:25:06,Junior staff,1.666666667,Pass,11:23:51,11:24:52,Junior staff,1.412037037,None,0,0,None,0,Accept,11:25:10,11:27:15,Senior staff,11.57407407,1,11:27:20,11:34:44,Intermediate staff,20.55555556,0,0,0,None,0,0,0,0,None,0
6120,2018/10/19,Other,11:22:25,11:22:25,None,0,No,11:22:30,11:22:30,None,0,Manual review,11:22:32,11:22:32,None,0,Accept,11:22:34,11:33:46,Senior staff,62.22222222,None,0,0,None,0,None,0,0,None,0,None,0,0,None,0,None,0,0,None,0,None,0,0,None,0,1,11:33:48,11:42:07,Intermediate staff,23.10185185,0,0,0,None,0,0,0,0,None,0
6121,2018/10/19,Flight cancellation,11:22:46,11:22:46,None,0,No,11:22:51,11:22:51,None,0,Normal review,11:22:56,11:22:56,None,0,None,0,0,None,0,Real,11:23:01,11:24:51,Junior staff,2.546296296,Real,11:24:55,11:25:36,Junior staff,0.949074074,Pass,11:24:56,11:25:23,Junior staff,0.625,None,0,0,None,0,Accept,11:25:38,11:32:33,Senior staff,38.42592593,1,11:32:37,11:41:12,Intermediate staff,23.84259259,0,0,0,None,0,0,0,0,None,0
6122,2018/10/19,Flight cancellation,11:22:48,11:22:48,None,0,No,11:22:53,11:22:53,None,0,Normal review,11:22:56,11:22:56,None,0,None,0,0,None,0,Real,11:23:01,11:24:22,Junior staff,1.875,Real,11:24:26,11:26:17,Junior staff,2.569444444,Pass,11:24:24,11:25:59,Junior staff,2.199074074,None,0,0,None,0,Accept,11:26:20,11:28:55,Senior staff,14.35185185,1,11:29:00,11:35:41,Intermediate staff,18.56481481,0,0,0,None,0,0,0,0,None,0
6123,2018/10/19,Flight cancellation,11:22:51,11:22:51,None,0,No,11:22:55,11:22:55,None,0,Normal review,11:22:58,11:22:58,None,0,None,0,0,None,0,Real,11:23:01,11:24:10,Junior staff,1.597222222,Real,11:24:12,11:24:45,Junior staff,0.763888889,Pass,11:24:12,11:24:45,Junior staff,0.763888889,None,0,0,None,0,Accept,11:24:50,11:30:54,Senior staff,33.7037037,1,11:30:57,11:39:45,Intermediate staff,24.44444444,0,0,0,None,0,0,0,0,None,0
6124,2018/10/19,Flight cancellation,11:24:00,11:24:00,None,0,No,11:24:05,11:24:05,None,0,Normal review,11:24:07,11:24:07,None,0,None,0,0,None,0,Real,11:24:13,11:25:07,Junior staff,1.25,Real,11:25:11,11:26:20,Junior staff,1.597222222,Pass,11:25:09,11:27:02,Junior staff,2.615740741,None,0,0,None,0,Accept,11:27:03,11:31:17,Senior staff,23.51851852,1,11:31:21,11:38:50,Intermediate staff,20.78703704,0,0,0,None,0,0,0,0,None,0
6125,2018/10/19,Flight cancellation,11:24:09,11:24:09,None,0,No,11:24:13,11:24:13,None,0,Normal review,11:24:18,11:24:18,None,0,None,0,0,None,0,Real,11:24:20,11:24:54,Junior staff,0.787037037,Real,11:24:56,11:26:18,Junior staff,1.898148148,Pass,11:24:59,11:25:51,Junior staff,1.203703704,None,0,0,None,0,Accept,11:26:20,11:32:04,Senior staff,31.85185185,1,11:32:05,11:40:17,Intermediate staff,22.77777778,0,0,0,None,0,0,0,0,None,0
6126,2018/10/19,Flight cancellation,11:25:22,11:25:22,None,0,No,11:25:24,11:25:24,None,0,Manual review,11:25:26,11:25:26,None,0,Reapply,11:25:28,11:35:35,Senior staff,56.2037037,None,0,0,None,0,None,0,0,None,0,None,0,0,None,0,None,0,0,None,0,None,0,0,None,0,0,0,0,None,0,0,0,0,None,0,1,11:35:40,11:36:31,Junior staff,1.180555556
6127,2018/10/19,Flight cancellation,11:25:45,11:25:45,None,0,No,11:25:51,11:25:51,None,0,Normal review,11:25:55,11:25:55,None,0,None,0,0,None,0,Real,11:25:59,11:27:12,Junior staff,1.689814815,Real,11:27:16,11:28:21,Junior staff,1.50462963,Pass,11:27:14,11:28:05,Junior staff,1.180555556,None,0,0,None,0,Accept,11:28:27,11:33:29,Senior staff,27.96296296,1,11:33:32,11:41:23,Intermediate staff,21.80555556,0,0,0,None,0,0,0,0,None,0
6128,2018/10/19,Flight cancellation,11:25:46,11:25:46,None,0,No,11:25:50,11:25:50,None,0,Normal review,11:25:51,11:25:51,None,0,None,0,0,None,0,Real,11:25:54,11:26:46,Junior staff,1.203703704,Real,11:26:48,11:27:31,Junior staff,0.99537037,Pass,11:26:48,11:27:56,Junior staff,1.574074074,None,0,0,None,0,Accept,11:28:00,11:36:39,Senior staff,48.05555556,1,11:36:40,11:45:28,Intermediate staff,24.44444444,0,0,0,None,0,0,0,0,None,0
6129,2018/10/19,Flight cancellation,11:26:01,11:26:01,None,0,No,11:26:03,11:26:03,None,0,Normal review,11:26:09,11:26:09,None,0,None,0,0,None,0,Real,11:26:14,11:27:56,Junior staff,2.361111111,Real,11:27:58,11:29:17,Junior staff,1.828703704,Pass,11:27:59,11:29:47,Junior staff,2.5,None,0,0,None,0,Accept,11:29:53,11:36:48,Senior staff,38.42592593,1,11:36:51,11:44:53,Intermediate staff,22.31481481,0,0,0,None,0,0,0,0,None,0
